Identifier;date;time;antenna;Antenna number;Transponder type;id;Weight;Input status;Output status;Event;GPS coordinates
201507;05-11-20;13:44:13;42;-;Trovan Unique;0007A56748;-;0;0;-;
201508;05-11-20;13:44:14;42;-;Trovan Unique;0007A56748;-;0;0;-;
201509;05-11-20;13:44:14;42;-;Trovan Unique;0007A56748;-;0;0;-;
201510;05-11-20;13:44:16;42;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201511;05-11-20;13:44:16;42;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201512;05-11-20;13:44:17;42;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201513;05-11-20;13:44:17;42;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201514;05-11-20;13:44:18;42;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201515;05-11-20;13:44:19;42;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201516;05-11-20;13:48:21;42;-;Trovan Unique;0007A56748;-;0;0;-;
201517;05-11-20;13:59:26;44;-;Trovan Unique;0007A03565;-;0;0;-;
201518;05-11-20;13:59:26;44;-;Trovan Unique;0007A03565;-;0;0;-;
201519;05-11-20;13:59:27;44;-;Trovan Unique;0007A03565;-;0;0;-;
201520;05-11-20;13:59:28;44;-;Trovan Unique;0007A03565;-;0;0;-;
201521;05-11-20;13:59:28;44;-;Trovan Unique;0007A03565;-;0;0;-;
201522;05-11-20;13:59:29;44;-;Trovan Unique;0007A03565;-;0;0;-;
201523;05-11-20;13:59:30;44;-;Trovan Unique;0007A03565;-;0;0;-;
201524;05-11-20;13:59:30;44;-;Trovan Unique;0007A03565;-;0;0;-;
201525;05-11-20;13:59:31;44;-;Trovan Unique;0007A03565;-;0;0;-;
201526;05-11-20;13:59:31;44;-;Trovan Unique;0007A03565;-;0;0;-;
201527;05-11-20;13:59:32;44;-;Trovan Unique;0007A03565;-;0;0;-;
201528;05-11-20;13:59:33;44;-;Trovan Unique;0007A03565;-;0;0;-;
201529;05-11-20;13:59:34;44;-;Trovan Unique;0007A03565;-;0;0;-;
201530;05-11-20;13:59:34;44;-;Trovan Unique;0007A03565;-;0;0;-;
201531;05-11-20;13:59:35;44;-;Trovan Unique;0007A03565;-;0;0;-;
201532;05-11-20;13:59:35;44;-;Trovan Unique;0007A03565;-;0;0;-;
201533;05-11-20;13:59:36;44;-;Trovan Unique;0007A03565;-;0;0;-;
201534;05-11-20;13:59:37;44;-;Trovan Unique;0007A03565;-;0;0;-;
201535;05-11-20;13:59:37;44;-;Trovan Unique;0007A03565;-;0;0;-;
201536;05-11-20;14:03:19;41;-;Trovan Unique;0007A56748;-;0;0;-;
201537;05-11-20;14:03:20;41;-;Trovan Unique;0007A56748;-;0;0;-;
201538;05-11-20;14:03:20;41;-;Trovan Unique;0007A56748;-;0;0;-;
201539;05-11-20;14:03:21;41;-;Trovan Unique;0007A56748;-;0;0;-;
201540;05-11-20;14:03:39;42;-;Trovan Unique;0007A56748;-;0;0;-;
201541;05-11-20;14:03:40;42;-;Trovan Unique;0007A56748;-;0;0;-;
201542;05-11-20;14:03:40;42;-;Trovan Unique;0007A56748;-;0;0;-;
201543;05-11-20;14:03:41;42;-;Trovan Unique;0007A56748;-;0;0;-;
201544;05-11-20;14:03:42;42;-;Trovan Unique;0007A56748;-;0;0;-;
201545;05-11-20;14:03:42;42;-;Trovan Unique;0007A56748;-;0;0;-;
201546;05-11-20;14:03:43;42;-;Trovan Unique;0007A56748;-;0;0;-;
201547;05-11-20;14:03:50;41;-;Trovan Unique;0007EA009A;-;0;0;-;
201548;05-11-20;14:03:50;41;-;Trovan Unique;0007EA009A;-;0;0;-;
201549;05-11-20;14:03:51;41;-;Trovan Unique;0007EA009A;-;0;0;-;
201550;05-11-20;14:03:51;41;-;Trovan Unique;0007EA009A;-;0;0;-;
201551;05-11-20;14:03:57;41;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201552;05-11-20;14:03:58;41;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201553;05-11-20;14:03:58;41;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201554;05-11-20;14:03:59;41;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201555;05-11-20;14:04:00;41;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201556;05-11-20;14:04:01;41;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201557;05-11-20;14:05:04;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201558;05-11-20;14:05:05;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201559;05-11-20;14:05:06;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201560;05-11-20;14:05:06;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201561;05-11-20;14:05:07;41;-;Trovan Unique;0007A05274;-;0;0;-;
201562;05-11-20;14:05:07;41;-;Trovan Unique;0007A05274;-;0;0;-;
201563;05-11-20;14:05:13;41;-;Trovan Unique;0007A05274;-;0;0;-;
201564;05-11-20;14:05:14;41;-;Trovan Unique;0007A05274;-;0;0;-;
201565;05-11-20;14:05:14;41;-;Trovan Unique;0007A05274;-;0;0;-;
201566;05-11-20;14:05:15;41;-;Trovan Unique;0007A05274;-;0;0;-;
201567;05-11-20;14:05:15;41;-;Trovan Unique;0007A05274;-;0;0;-;
201568;05-11-20;14:05:16;41;-;Trovan Unique;0007A05274;-;0;0;-;
201569;05-11-20;14:13:36;44;-;Trovan Unique;0007A56748;-;0;0;-;
201570;05-11-20;14:13:36;44;-;Trovan Unique;0007A56748;-;0;0;-;
201571;05-11-20;14:13:37;44;-;Trovan Unique;0007A56748;-;0;0;-;
201572;05-11-20;14:13:38;44;-;Trovan Unique;0007A56748;-;0;0;-;
201573;05-11-20;14:13:38;44;-;Trovan Unique;0007A56748;-;0;0;-;
201574;05-11-20;14:13:39;44;-;Trovan Unique;0007A56748;-;0;0;-;
201575;05-11-20;14:13:39;44;-;Trovan Unique;0007A56748;-;0;0;-;
201576;05-11-20;14:13:45;44;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201577;05-11-20;14:13:46;44;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201578;05-11-20;14:13:47;44;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201579;05-11-20;14:13:47;44;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201580;05-11-20;14:13:48;44;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201581;05-11-20;14:13:49;44;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201582;05-11-20;14:13:49;44;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201583;05-11-20;14:13:50;44;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201584;05-11-20;14:13:51;44;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201585;05-11-20;14:13:51;44;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201586;05-11-20;14:13:52;44;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201587;05-11-20;14:13:53;44;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201588;05-11-20;14:13:53;44;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201589;05-11-20;14:13:54;44;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201590;05-11-20;14:13:55;44;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201591;05-11-20;14:14:04;44;-;Trovan Unique;0007DF1C00;-;0;0;-;
201592;05-11-20;14:14:04;44;-;Trovan Unique;0007DF1C00;-;0;0;-;
201593;05-11-20;14:14:05;44;-;Trovan Unique;0007DF1C00;-;0;0;-;
201594;05-11-20;14:14:06;44;-;Trovan Unique;0007DF1C00;-;0;0;-;
201595;05-11-20;14:14:06;44;-;Trovan Unique;0007DF1C00;-;0;0;-;
201596;05-11-20;14:14:07;44;-;Trovan Unique;0007DF1C00;-;0;0;-;
201597;05-11-20;14:14:08;44;-;Trovan Unique;0007DF1C00;-;0;0;-;
201598;05-11-20;14:14:08;44;-;Trovan Unique;0007DF1C00;-;0;0;-;
201599;05-11-20;14:15:04;43;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201600;05-11-20;14:15:05;43;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201601;05-11-20;14:15:05;43;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201602;05-11-20;14:15:07;43;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201603;05-11-20;14:15:13;43;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201604;05-11-20;14:15:14;43;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201605;05-11-20;14:15:14;43;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201606;05-11-20;14:18:13;43;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201607;05-11-20;14:18:14;43;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201608;05-11-20;14:18:14;43;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201609;05-11-20;14:18:15;44;-;Trovan Unique;0007A56748;-;0;0;-;
201610;05-11-20;14:18:15;43;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201611;05-11-20;14:18:16;43;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201612;05-11-20;14:30:00;44;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201613;05-11-20;14:30:00;44;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201614;05-11-20;14:30:01;44;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201615;05-11-20;14:30:02;44;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201616;05-11-20;14:30:02;44;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201617;05-11-20;14:30:03;44;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201618;05-11-20;14:30:03;44;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201619;05-11-20;14:30:04;44;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201620;05-11-20;14:30:05;44;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201621;05-11-20;14:30:05;44;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201622;05-11-20;14:30:06;44;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201623;05-11-20;14:30:07;44;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201624;05-11-20;14:31:42;44;-;Trovan Unique;0007A5CD98;-;0;0;-;
201625;05-11-20;14:31:42;44;-;Trovan Unique;0007A5CD98;-;0;0;-;
201626;05-11-20;14:31:43;44;-;Trovan Unique;0007A5CD98;-;0;0;-;
201627;05-11-20;14:31:44;44;-;Trovan Unique;0007A5CD98;-;0;0;-;
201628;05-11-20;14:31:44;44;-;Trovan Unique;0007A5CD98;-;0;0;-;
201629;05-11-20;14:31:45;44;-;Trovan Unique;0007A5CD98;-;0;0;-;
201630;05-11-20;14:31:46;44;-;Trovan Unique;0007A5CD98;-;0;0;-;
201631;05-11-20;14:31:46;44;-;Trovan Unique;0007A5CD98;-;0;0;-;
201632;05-11-20;14:31:47;44;-;Trovan Unique;0007A5CD98;-;0;0;-;
201633;05-11-20;14:31:48;44;-;Trovan Unique;0007A5CD98;-;0;0;-;
201634;05-11-20;14:31:48;44;-;Trovan Unique;0007A5CD98;-;0;0;-;
201635;05-11-20;14:31:49;44;-;Trovan Unique;0007A5CD98;-;0;0;-;
201636;05-11-20;14:31:49;44;-;Trovan Unique;0007A5CD98;-;0;0;-;
201637;05-11-20;14:31:50;44;-;Trovan Unique;0007A5CD98;-;0;0;-;
201638;05-11-20;14:31:53;44;-;Trovan Unique;0007A5CD98;-;0;0;-;
201639;05-11-20;14:31:59;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201640;05-11-20;14:32:00;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201641;05-11-20;14:32:01;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201642;05-11-20;14:32:01;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201643;05-11-20;14:32:02;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201644;05-11-20;14:32:03;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201645;05-11-20;14:32:03;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201646;05-11-20;14:32:04;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201647;05-11-20;14:32:05;44;-;Trovan Unique;0007A03565;-;0;0;-;
201648;05-11-20;14:32:06;44;-;Trovan Unique;0007A03565;-;0;0;-;
201649;05-11-20;14:32:07;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201650;05-11-20;14:32:07;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201651;05-11-20;14:32:08;44;-;Trovan Unique;0007A03565;-;0;0;-;
201652;05-11-20;14:32:09;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201653;05-11-20;14:32:10;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201654;05-11-20;14:32:10;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201655;05-11-20;14:32:11;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201656;05-11-20;14:32:12;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201657;05-11-20;14:32:12;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201658;05-11-20;14:32:13;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201659;05-11-20;14:32:14;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201660;05-11-20;14:32:14;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201661;05-11-20;14:32:15;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201662;05-11-20;14:32:16;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201663;05-11-20;14:32:16;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201664;05-11-20;14:32:17;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201665;05-11-20;14:32:17;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201666;05-11-20;14:32:18;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201667;05-11-20;14:32:19;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201668;05-11-20;14:32:19;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201669;05-11-20;14:32:20;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201670;05-11-20;14:32:21;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201671;05-11-20;14:32:21;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201672;05-11-20;14:32:22;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201673;05-11-20;14:32:23;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201674;05-11-20;14:32:23;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201675;05-11-20;14:32:24;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201676;05-11-20;14:32:24;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201677;05-11-20;14:32:25;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201678;05-11-20;14:32:26;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201679;05-11-20;14:32:26;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201680;05-11-20;14:32:27;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201681;05-11-20;14:32:28;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201682;05-11-20;14:32:28;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201683;05-11-20;14:32:29;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201684;05-11-20;14:32:30;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201685;05-11-20;14:32:30;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201686;05-11-20;14:32:31;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201687;05-11-20;14:32:32;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201688;05-11-20;14:32:32;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201689;05-11-20;14:32:33;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201690;05-11-20;14:32:34;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201691;05-11-20;14:32:34;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201692;05-11-20;14:32:35;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201693;05-11-20;14:32:36;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201694;05-11-20;14:32:36;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201695;05-11-20;14:32:37;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201696;05-11-20;14:32:38;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201697;05-11-20;14:32:38;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201698;05-11-20;14:32:39;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201699;05-11-20;14:32:40;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201700;05-11-20;14:32:40;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201701;05-11-20;14:32:41;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201702;05-11-20;14:32:42;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201703;05-11-20;14:32:42;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201704;05-11-20;14:33:12;43;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201705;05-11-20;14:33:13;43;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201706;05-11-20;14:33:13;43;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201707;05-11-20;14:33:14;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201708;05-11-20;14:33:14;43;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201709;05-11-20;14:33:14;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201710;05-11-20;14:33:15;43;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201711;05-11-20;14:33:15;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201712;05-11-20;14:33:15;43;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201713;05-11-20;14:33:16;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201714;05-11-20;14:33:16;43;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201715;05-11-20;14:33:16;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201716;05-11-20;14:33:17;43;-;Trovan Unique;0007E04FF8;-;0;0;-;
201717;05-11-20;14:33:17;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201718;05-11-20;14:33:17;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201719;05-11-20;14:33:17;43;-;Trovan Unique;0007E04FF8;-;0;0;-;
201720;05-11-20;14:33:18;43;-;Trovan Unique;0007E04FF8;-;0;0;-;
201721;05-11-20;14:33:19;43;-;Trovan Unique;0007E04FF8;-;0;0;-;
201722;05-11-20;14:34:05;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201723;05-11-20;14:34:06;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201724;05-11-20;14:34:06;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201725;05-11-20;14:34:07;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201726;05-11-20;14:34:09;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201727;05-11-20;14:34:10;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201728;05-11-20;14:34:12;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201729;05-11-20;14:34:12;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201730;05-11-20;14:34:13;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201731;05-11-20;14:34:15;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201732;05-11-20;14:34:15;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201733;05-11-20;14:34:18;44;-;Trovan Unique;0007DF1C00;-;0;0;-;
201734;05-11-20;14:34:22;44;-;Trovan Unique;0007A5C741;-;0;0;-;
201735;05-11-20;14:34:22;44;-;Trovan Unique;0007A5C741;-;0;0;-;
201736;05-11-20;14:34:30;44;-;Trovan Unique;0007E05866;-;0;0;-;
201737;05-11-20;14:34:31;44;-;Trovan Unique;0007E05866;-;0;0;-;
201738;05-11-20;14:34:31;44;-;Trovan Unique;0007E05866;-;0;0;-;
201739;05-11-20;14:34:32;44;-;Trovan Unique;0007E05866;-;0;0;-;
201740;05-11-20;14:34:33;44;-;Trovan Unique;0007E05866;-;0;0;-;
201741;05-11-20;14:34:34;44;-;Trovan Unique;0007E05866;-;0;0;-;
201742;05-11-20;14:34:34;44;-;Trovan Unique;0007E05866;-;0;0;-;
201743;05-11-20;14:34:35;44;-;Trovan Unique;0007E05866;-;0;0;-;
201744;05-11-20;14:34:36;44;-;Trovan Unique;0007E05866;-;0;0;-;
201745;05-11-20;14:34:36;44;-;Trovan Unique;0007E05866;-;0;0;-;
201746;05-11-20;14:34:37;44;-;Trovan Unique;0007E05866;-;0;0;-;
201747;05-11-20;14:34:37;44;-;Trovan Unique;0007E05866;-;0;0;-;
201748;05-11-20;14:34:38;44;-;Trovan Unique;0007E05866;-;0;0;-;
201749;05-11-20;14:34:39;44;-;Trovan Unique;0007E05866;-;0;0;-;
201750;05-11-20;14:34:39;44;-;Trovan Unique;0007E05866;-;0;0;-;
201751;05-11-20;14:34:40;44;-;Trovan Unique;0007E05866;-;0;0;-;
201752;05-11-20;14:34:41;44;-;Trovan Unique;0007E05866;-;0;0;-;
201753;05-11-20;14:34:44;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201754;05-11-20;14:34:45;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201755;05-11-20;14:34:45;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201756;05-11-20;14:34:46;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201757;05-11-20;14:34:46;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201758;05-11-20;14:34:47;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201759;05-11-20;14:35:05;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201760;05-11-20;14:35:06;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201761;05-11-20;14:35:07;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201762;05-11-20;14:35:07;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201763;05-11-20;14:35:08;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201764;05-11-20;14:35:09;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201765;05-11-20;14:35:11;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201766;05-11-20;14:35:12;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201767;05-11-20;14:35:12;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201768;05-11-20;14:35:13;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201769;05-11-20;14:35:14;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201770;05-11-20;14:35:14;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201771;05-11-20;14:35:15;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201772;05-11-20;14:35:23;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201773;05-11-20;14:35:24;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201774;05-11-20;14:35:24;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201775;05-11-20;14:35:25;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201776;05-11-20;14:35:25;44;-;Trovan Unique;0007EA009A;-;0;0;-;
